gene	biotype
TRGV8	TR_V_gene
TRGV9	TR_V_gene
TRHDE-AS1	processed_transcript
TRHDE	protein_coding
TRH	protein_coding
TRHR	protein_coding
TRIAP1	protein_coding
TRIB1	protein_coding
TRIB2	protein_coding
TRIB3	protein_coding
TRIL	processed_transcript
TRIM10	protein_coding
TRIM11	protein_coding
TRIM13	protein_coding
TRIM14	protein_coding
TRIM15	protein_coding
TRIM16L	protein_coding
TRIM16	protein_coding
TRIM17	protein_coding
TRIM21	protein_coding
TRIM22	protein_coding
TRIM23	protein_coding
TRIM24	protein_coding
TRIM25	protein_coding
TRIM26	protein_coding
TRIM27	protein_coding
TRIM28	protein_coding
TRIM29	protein_coding
TRIM2	protein_coding
TRIM31-AS1	processed_transcript
TRIM31	protein_coding
TRIM32	protein_coding
TRIM33	protein_coding
TRIM34	protein_coding
TRIM35	protein_coding
TRIM36-IT1	sense_intronic
TRIM36	protein_coding
TRIM37	protein_coding
TRIM38	protein_coding
TRIM39	protein_coding
TRIM39-RPP21	protein_coding
TRIM3	protein_coding
TRIM40	protein_coding
TRIM41	protein_coding
TRIM42	protein_coding
TRIM43	protein_coding
TRIM44	protein_coding
TRIM45	protein_coding
TRIM46	protein_coding
TRIM47	protein_coding
TRIM48	protein_coding
TRIM49B	protein_coding
TRIM49C	protein_coding
TRIM49D1	protein_coding
TRIM49	protein_coding
TRIM4	protein_coding
TRIM50	protein_coding
TRIM51HP	pseudogene
TRIM51	protein_coding
TRIM52-AS1	antisense
TRIM52	protein_coding
TRIM54	protein_coding
TRIM55	protein_coding
TRIM56	protein_coding
TRIM58	protein_coding
TRIM59	protein_coding
TRIM5	protein_coding
TRIM60	protein_coding
TRIM61	protein_coding
TRIM62	protein_coding
TRIM63	protein_coding
TRIM64B	protein_coding
TRIM64C	protein_coding
TRIM65	protein_coding
TRIM66	protein_coding
TRIM67	protein_coding
TRIM68	protein_coding
TRIM69	protein_coding
TRIM6	protein_coding
TRIM6-TRIM34	protein_coding
TRIM71	protein_coding
TRIM72	protein_coding
TRIM73	protein_coding
TRIM74	protein_coding
TRIM77	protein_coding
TRIM7	protein_coding
TRIM8	protein_coding
TRIM9	protein_coding
TRIML1	protein_coding
TRIML2	protein_coding
TRIOBP	protein_coding
TRIO	protein_coding
TRIP10	protein_coding
TRIP11	protein_coding
TRIP12	protein_coding
TRIP13	protein_coding
TRIP4	protein_coding
TRIP6	protein_coding
TRIQK	protein_coding
TRIT1	protein_coding
TRMT10A	protein_coding
TRMT10B	protein_coding
TRMT10C	protein_coding
TRMT112	protein_coding
TRMT11	protein_coding
TRMT12	protein_coding
TRMT13	protein_coding
TRMT1L	protein_coding
TRMT1	protein_coding
TRMT2A	protein_coding
TRMT2B-AS1	sense_overlapping
TRMT2B	protein_coding
TRMT44	protein_coding
TRMT5	protein_coding
TRMT61A	protein_coding
TRMT61B	protein_coding
TRMT6	protein_coding
TRMU	protein_coding
TRNAI2	miRNA
TRNAI6	miRNA
TRNAU1AP	protein_coding
TRNP1	protein_coding
TRNT1	protein_coding
TROAP	protein_coding
TRO	protein_coding
TROVE2	protein_coding
TRPA1	protein_coding
TRPC1	protein_coding
TRPC2	pseudogene
TRPC3	protein_coding
TRPC4AP	protein_coding
TRPC4	protein_coding
TRPC5OS	antisense
TRPC5	protein_coding
TRPC6	protein_coding
TRPC7-AS1	antisense
TRPC7-AS2	antisense
TRPC7	protein_coding
TRPM1	protein_coding
TRPM2	protein_coding
TRPM3	protein_coding
TRPM4	protein_coding
TRPM5	protein_coding
TRPM6	protein_coding
TRPM7	protein_coding
TRPM8	protein_coding
TRPS1	protein_coding
TRPT1	protein_coding
TRPV1	protein_coding
TRPV2	protein_coding
TRPV3	protein_coding
TRPV4	protein_coding
TRPV5	protein_coding
TRPV6	protein_coding
TRRAP	protein_coding
TRUB1	protein_coding
TRUB2	protein_coding
TSACC	protein_coding
TSC1	protein_coding
TSC22D1	protein_coding
TSC22D2	protein_coding
TSC22D3	protein_coding
TSC22D4	protein_coding
TSC2	protein_coding
TSEN15	protein_coding
TSEN2	protein_coding
TSEN34	protein_coding
TSEN54	protein_coding
TSFM	protein_coding
TSG101	protein_coding
TSGA10IP	polymorphic_pseudogene
TSGA10	protein_coding
TSGA13	protein_coding
TSHB	protein_coding
TSHR	protein_coding
TSHZ1	protein_coding
TSHZ2	protein_coding
TSHZ3	protein_coding
TSIX	lincRNA
TSKS	protein_coding
TSKU	protein_coding
TSLP	protein_coding
TSNARE1	protein_coding
TSNAX-DISC1	protein_coding
TSNAXIP1	protein_coding
TSNAX	protein_coding
TSN	protein_coding
TSPAN10	polymorphic_pseudogene
TSPAN11	protein_coding
TSPAN12	protein_coding
TSPAN13	protein_coding
TSPAN14	protein_coding
TSPAN15	protein_coding
TSPAN16	protein_coding
TSPAN17	protein_coding
TSPAN18	protein_coding
TSPAN19	protein_coding
TSPAN1	protein_coding
TSPAN2	protein_coding
TSPAN31	protein_coding
TSPAN32	protein_coding
TSPAN33	protein_coding
TSPAN3	protein_coding
TSPAN4	protein_coding
TSPAN5	protein_coding
TSPAN6	protein_coding
TSPAN7	protein_coding
TSPAN8	protein_coding
TSPAN9-IT1	sense_intronic
TSPAN9	protein_coding
TSPEAR-AS1	antisense
TSPEAR	protein_coding
TSPO2	protein_coding
TSPO	protein_coding
TSPY10	protein_coding
TSPY1	protein_coding
TSPY26P	pseudogene
TSPY2	protein_coding
TSPY3	protein_coding
TSPY4	protein_coding
TSPY5P	pseudogene
TSPY6P	protein_coding
TSPY8	protein_coding
TSPYL1	protein_coding
TSPYL2	protein_coding
TSPYL4	protein_coding
TSPYL5	protein_coding
TSPYL6	protein_coding
TSR1	protein_coding
TSR2	protein_coding
TSR3	protein_coding
TSRM	protein_coding
TSSC1-IT1	sense_intronic
TSSC1	protein_coding
TSSC2	pseudogene
TSSC4	protein_coding
TSSK1B	protein_coding
TSSK2	protein_coding
TSSK3	protein_coding
TSSK4	protein_coding
TSSK6	protein_coding
TSTA3	protein_coding
TSTD1	protein_coding
TSTD2	protein_coding
TSTD3	antisense
TST	protein_coding
TTBK1	protein_coding
TTBK2	protein_coding
TTC12	protein_coding
TTC13	protein_coding
TTC14	protein_coding
TTC16	protein_coding
TTC17	protein_coding
TTC18	protein_coding
TTC19	protein_coding
TTC1	protein_coding
TTC21A	protein_coding
TTC21B	protein_coding
TTC22	protein_coding
TTC23L	protein_coding
TTC23	protein_coding
TTC24	protein_coding
TTC25	processed_transcript
TTC26	protein_coding
TTC27	protein_coding
TTC28-AS1	processed_transcript
TTC28	protein_coding
TTC29	protein_coding
TTC30A	protein_coding
TTC30B	protein_coding
TTC31	protein_coding
TTC32	protein_coding
TTC33	protein_coding
TTC34	protein_coding
TTC36	protein_coding
TTC37	protein_coding
TTC38	protein_coding
TTC39A	protein_coding
TTC39B	protein_coding
TTC39C	protein_coding
TTC3-AS1	antisense
TTC3	protein_coding
TTC40	protein_coding
TTC4	protein_coding
TTC5	protein_coding
TTC6	protein_coding
TTC7A	protein_coding
TTC7B	protein_coding
TTC8	protein_coding
TTC9B	protein_coding
TTC9C	protein_coding
TTC9	protein_coding
TTF1	protein_coding
TTF2	protein_coding
TTI1	protein_coding
TTI2	protein_coding
TTK	protein_coding
TTLL10-AS1	antisense
TTLL10	protein_coding
TTLL11-IT1	processed_transcript
TTLL11	protein_coding
TTLL12	protein_coding
TTLL13	protein_coding
TTLL1	protein_coding
TTLL2	protein_coding
TTLL3	protein_coding
TTLL4	protein_coding
TTLL5	protein_coding
TTLL6	protein_coding
TTLL7-IT1	sense_intronic
TTLL7	protein_coding
TTLL8	protein_coding
TTLL9	protein_coding
TTL	protein_coding
TTN-AS1	antisense
TTN	protein_coding
TTPAL	protein_coding
TTPA	protein_coding
TTR	protein_coding
TTTY10	lincRNA
TTTY11	lincRNA
TTTY12	lincRNA
TTTY13	lincRNA
TTTY14	lincRNA
TTTY15	lincRNA
TTTY16	lincRNA
TTTY17A	lincRNA
TTTY17B	lincRNA
TTTY17C	lincRNA
TTTY18	lincRNA
TTTY19	lincRNA
TTTY1B	lincRNA
TTTY1	lincRNA
TTTY20	antisense
TTTY21B	lincRNA
TTTY21	lincRNA
TTTY22	lincRNA
TTTY23B	lincRNA
TTTY23	lincRNA
TTTY2B	lincRNA
TTTY2	lincRNA
TTTY3	lincRNA
TTTY4B	lincRNA
TTTY4C	lincRNA
TTTY4	lincRNA
TTTY5	lincRNA
TTTY6B	antisense
TTTY6	lincRNA
TTTY7B	lincRNA
TTTY7	lincRNA
TTTY8B	lincRNA
TTTY8	lincRNA
TTTY9B	antisense
TTYH1	protein_coding
TTYH2	protein_coding
TTYH3	protein_coding
TUBA1A	protein_coding
TUBA1B	protein_coding
TUBA1C	protein_coding
TUBA3C	protein_coding
TUBA3D	protein_coding
TUBA3E	protein_coding
TUBA3FP	pseudogene
TUBA4A	protein_coding
TUBA4B	pseudogene
TUBA8	protein_coding
TUBAL3	protein_coding
TUBB1	protein_coding
TUBB2A	protein_coding
TUBB2B	protein_coding
TUBB3	protein_coding
TUBB4A	protein_coding
TUBB4B	protein_coding
TUBB6	protein_coding
TUBB8P7	polymorphic_pseudogene
TUBB8	protein_coding
TUBBP1	pseudogene
TUBBP5	pseudogene
TUBB	protein_coding
TUBD1	protein_coding
TUBE1	protein_coding
TUBG1	protein_coding
TUBG2	protein_coding
TUBGCP2	protein_coding
TUBGCP3	protein_coding
TUBGCP4	protein_coding
TUBGCP5	protein_coding
TUBGCP6	protein_coding
TUB	protein_coding
TUFM	protein_coding
TUFT1	protein_coding
TUG1	antisense
TULP1	protein_coding
TULP2	protein_coding
TULP3	protein_coding
TULP4	protein_coding
TUSC1	protein_coding
TUSC2	protein_coding
TUSC3	protein_coding
TUSC5	protein_coding
TUSC7	antisense
TUT1	protein_coding
TVP23A	protein_coding
TVP23B	protein_coding
TVP23C-CDRT4	protein_coding
TVP23C	protein_coding
TWF1	protein_coding
TWF2	protein_coding
TWIST1	protein_coding
TWIST2	protein_coding
TWISTNB	protein_coding
TWSG1	protein_coding
TXK	protein_coding
TXLNA	protein_coding
TXLNB	protein_coding
TXLNG2P	pseudogene
TXLNG	protein_coding
TXN2	protein_coding
TXNDC11	protein_coding
TXNDC12-AS1	antisense
TXNDC12	protein_coding
TXNDC15	protein_coding
TXNDC16	protein_coding
TXNDC17	protein_coding
TXNDC2	protein_coding
TXNDC5	protein_coding
TXNDC8	protein_coding
TXNDC9	protein_coding
TXNIP	protein_coding
TXNL1	protein_coding
TXNL4A	protein_coding
TXNL4B	protein_coding
TXN	protein_coding
TXNRD1	protein_coding
TXNRD2	protein_coding
TXNRD3NB	protein_coding
TXNRD3	protein_coding
TYK2	protein_coding
TYMP	protein_coding
TYMS	protein_coding
TYRO3	protein_coding
TYROBP	protein_coding
TYRP1	protein_coding
TYR	protein_coding
TYSND1	protein_coding
TYW1B	polymorphic_pseudogene
TYW1	protein_coding
TYW3	protein_coding
TYW5	protein_coding
U1	snRNA
U2AF1L4	protein_coding
U2AF1	protein_coding
U2AF2	protein_coding
U2	snRNA
U2SURP	protein_coding
U3	snoRNA
U47924.27	lincRNA
U47924.29	antisense
U47924.30	lincRNA
U47924.31	antisense
U4atac	snRNA
U4	snRNA
U51244.2	antisense
U52111.14	antisense
U62631.5	sense_intronic
U66059.29	pseudogene
U66059.58	lincRNA
U6atac	snRNA
U6	snRNA
U73166.2	lincRNA
U7	snRNA
U82670.4	lincRNA
U82695.10	lincRNA
U82695.5	pseudogene
U82695.9	protein_coding
U85056.4	miRNA
U8	snoRNA
U91319.1	lincRNA
U91324.1	lincRNA
U91328.19	lincRNA
U91328.20	lincRNA
U91328.21	antisense
U91328.22	lincRNA
U95743.1	lincRNA
UACA	protein_coding
UAP1L1	protein_coding
UAP1	protein_coding
UBA1	protein_coding
UBA2	protein_coding
UBA3	protein_coding
UBA52	protein_coding
UBA5	protein_coding
UBA6-AS1	antisense
UBA6	protein_coding
UBA7	protein_coding
UBAC1	protein_coding
UBAC2-AS1	lincRNA
UBAC2	protein_coding
UBALD1	protein_coding
UBALD2	protein_coding
UBAP1L	protein_coding
UBAP1	protein_coding
UBAP2L	protein_coding
UBAP2	protein_coding
UBASH3A	protein_coding
UBASH3B	protein_coding
UBBP4	protein_coding
UBB	protein_coding
UBC	protein_coding
UBD	protein_coding
UBE2A	protein_coding
UBE2B	protein_coding
UBE2C	protein_coding
UBE2D1	protein_coding
UBE2D2	protein_coding
UBE2D3	protein_coding
UBE2D4	protein_coding
UBE2DNL	pseudogene
UBE2E1-AS1	antisense
UBE2E1	protein_coding
UBE2E2-AS1	antisense
UBE2E2	protein_coding
UBE2E3	protein_coding
UBE2F	protein_coding
UBE2F-SCLY	protein_coding
UBE2G1	protein_coding
UBE2G2	protein_coding
UBE2H	protein_coding
UBE2I	protein_coding
UBE2J1	protein_coding
UBE2J2	protein_coding
UBE2K	protein_coding
UBE2L3	protein_coding
UBE2L6	protein_coding
UBE2M	protein_coding
UBE2NL	protein_coding
UBE2N	protein_coding
UBE2O	protein_coding
UBE2Q1-AS1	antisense
UBE2Q1	protein_coding
UBE2Q2P1	pseudogene
UBE2Q2P2	pseudogene
UBE2Q2P3	pseudogene
UBE2Q2	protein_coding
UBE2QL1	protein_coding
UBE2R2	protein_coding
UBE2S	protein_coding
UBE2T	protein_coding
UBE2U	protein_coding
UBE2V1	protein_coding
UBE2V2	protein_coding
UBE2W	protein_coding
UBE2Z	protein_coding
UBE3A	protein_coding
UBE3B	protein_coding
UBE3C	protein_coding
UBE3D	protein_coding
UBE4A	protein_coding
UBE4B	protein_coding
UBFD1	protein_coding
UBIAD1	protein_coding
UBL3	protein_coding
UBL4A	protein_coding
UBL4B	protein_coding
UBL5	protein_coding
UBL7-AS1	antisense
UBL7	protein_coding
UBLCP1	protein_coding
UBN1	protein_coding
UBN2	protein_coding
UBOX5-AS1	antisense
UBOX5	protein_coding
UBP1	protein_coding
UBQLN1	protein_coding
UBQLN2	protein_coding
UBQLN3	protein_coding
UBQLN4	protein_coding
UBQLNL	protein_coding
UBR1	protein_coding
UBR2	protein_coding
UBR3	protein_coding
UBR4	protein_coding
UBR5	protein_coding
UBR7	protein_coding
UBTD1	protein_coding
UBTD2	protein_coding
UBTF	protein_coding
UBXN10	protein_coding
UBXN11	protein_coding
UBXN1	protein_coding
UBXN2A	protein_coding
UBXN2B	protein_coding
UBXN4	protein_coding
UBXN6	protein_coding
UBXN7-AS1	antisense
UBXN7	protein_coding
UBXN8	processed_transcript
UCA1	processed_transcript
UCHL1-AS1	antisense
UCHL1	protein_coding
UCHL3	protein_coding
UCHL5	protein_coding
UCK1	protein_coding
UCK2	protein_coding
UCKL1	protein_coding
UCMA	protein_coding
UCN2	protein_coding
UCN3	protein_coding
UCN	protein_coding
UCP1	protein_coding
UCP2	protein_coding
UCP3	protein_coding
UEVLD	protein_coding
UFC1	protein_coding
UFD1L	protein_coding
UFL1-AS1	antisense
UFL1	protein_coding
UFM1	protein_coding
UFSP1	protein_coding
UFSP2	protein_coding
UGCG	protein_coding
UGDH-AS1	antisense
UGDH	protein_coding
UGGT1	protein_coding
UGGT2	protein_coding
UGP2	protein_coding
UGT1A10	protein_coding
UGT1A1	protein_coding
UGT1A3	protein_coding
UGT1A4	protein_coding
UGT1A5	protein_coding
UGT1A6	protein_coding
UGT1A7	protein_coding
UGT1A8	protein_coding
UGT1A9	protein_coding
UGT2A1	protein_coding
UGT2A2	protein_coding
UGT2A3	protein_coding
UGT2B10	protein_coding
UGT2B11	protein_coding
UGT2B15	protein_coding
UGT2B17	protein_coding
UGT2B28	protein_coding
UGT2B4	protein_coding
UGT2B7	protein_coding
UGT3A1	protein_coding
UGT3A2	protein_coding
UGT8	protein_coding
UHMK1	protein_coding
UHRF1BP1L	protein_coding
UHRF1BP1	protein_coding
UHRF1	processed_transcript
UHRF2	protein_coding
UIMC1	protein_coding
ULBP1	protein_coding
ULBP2	protein_coding
ULBP3	protein_coding
ULK1	protein_coding
ULK2	protein_coding
ULK3	protein_coding
ULK4P1	pseudogene
ULK4P2	pseudogene
ULK4P3	pseudogene
ULK4	protein_coding
UMODL1	protein_coding
UMOD	protein_coding
UMPS	protein_coding
UNC119B	protein_coding
UNC119	protein_coding
UNC13A	protein_coding
UNC13B	protein_coding
UNC13C	protein_coding
UNC13D	protein_coding
UNC45A	protein_coding
UNC45B	protein_coding
UNC50	protein_coding
UNC5A	protein_coding
UNC5B-AS1	antisense
UNC5B	protein_coding
UNC5CL	protein_coding
UNC5C	protein_coding
UNC5D	protein_coding
UNC79	protein_coding
UNC80	protein_coding
UNC93A	protein_coding
UNC93B1	protein_coding
UNC93B6	pseudogene
UNCX	protein_coding
UNG	protein_coding
UNKL	protein_coding
UNK	protein_coding
UOX	pseudogene
UPB1	protein_coding
UPF1	protein_coding
UPF2	protein_coding
UPF3AP2	pseudogene
UPF3A	protein_coding
UPF3B	protein_coding
UPK1A-AS1	antisense
UPK1A	protein_coding
UPK1B	protein_coding
UPK2	protein_coding
UPK3A	protein_coding
UPK3BL	protein_coding
UPK3B	protein_coding
UPP1	protein_coding
UPP2-IT1	sense_intronic
UPP2	protein_coding
UPRT	protein_coding
UQCC1	protein_coding
UQCC2	protein_coding
UQCR10	protein_coding
UQCR11	protein_coding
UQCRB	protein_coding
UQCRC1	protein_coding
UQCRC2	protein_coding
UQCRFS1	protein_coding
UQCRH	protein_coding
UQCRQ	protein_coding
URAD	protein_coding
URAHP	pseudogene
URB1	protein_coding
URB2	protein_coding
URGCP-MRPS24	protein_coding
URGCP	protein_coding
URI1	protein_coding
URM1	protein_coding
UROC1	protein_coding
UROD	protein_coding
UROS	protein_coding
USB1	protein_coding
USE1	protein_coding
USF1	protein_coding
USF2	protein_coding
USH1C	protein_coding
USH1G	protein_coding
USH2A	protein_coding
USHBP1	protein_coding
USMG5	protein_coding
USO1	protein_coding
USP10	protein_coding
USP11	protein_coding
USP12-AS1	antisense
USP12-AS2	antisense
USP12	protein_coding
USP13	protein_coding
USP14	protein_coding
USP15	protein_coding
USP16	protein_coding
USP17L10	protein_coding
USP17L11	protein_coding
USP17L12	protein_coding
USP17L13	protein_coding
USP17L15	protein_coding
USP17L17	protein_coding
USP17L18	protein_coding
USP17L19	protein_coding
USP17L20	protein_coding
USP17L21	protein_coding
USP17L22	protein_coding
USP17L23	protein_coding
USP17L24	protein_coding
USP17L25	protein_coding
USP17L26	protein_coding
USP17L27	protein_coding
USP17L28	protein_coding
USP17L29	protein_coding
USP17L2	protein_coding
USP17L30	protein_coding
USP17L5	protein_coding
USP18	protein_coding
USP19	protein_coding
USP1	protein_coding
USP20	protein_coding
USP21	protein_coding
USP22	protein_coding
USP24	protein_coding
USP25	protein_coding
USP26	protein_coding
USP27X-AS1	lincRNA
USP27X	protein_coding
USP28	protein_coding
USP29	protein_coding
USP2-AS1	antisense
USP2	protein_coding
USP30-AS1	antisense
USP30	protein_coding
USP31	protein_coding
USP32P1	pseudogene
USP32P2	pseudogene
USP32P3	pseudogene
USP32	protein_coding
USP33	protein_coding
USP34	protein_coding
USP35	protein_coding
USP36	protein_coding
USP37	protein_coding
USP38	protein_coding
USP39	protein_coding
USP3-AS1	antisense
USP3	protein_coding
USP40	protein_coding
USP41	protein_coding
USP42	protein_coding
USP43	protein_coding
USP44	protein_coding
USP45	protein_coding
USP46-AS1	lincRNA
USP46	protein_coding
USP47	protein_coding
USP48	protein_coding
USP49	protein_coding
USP4	protein_coding
USP50	protein_coding
USP51	protein_coding
USP53	protein_coding
USP54	protein_coding
USP5	protein_coding
USP6NL	protein_coding
USP6	protein_coding
USP7	protein_coding
USP8	protein_coding
USP9X	protein_coding
USP9Y	protein_coding
USPL1	protein_coding
UST	protein_coding
UTF1	protein_coding
UTP11L	protein_coding
UTP14A	protein_coding
UTP14C	protein_coding
UTP15	protein_coding
UTP18	protein_coding
UTP20	protein_coding
UTP23	protein_coding
UTP3	protein_coding
UTP6	protein_coding
UTRN	protein_coding
UTS2B	protein_coding
UTS2	protein_coding
UTS2R	protein_coding
UTY	protein_coding
UVRAG	protein_coding
UVSSA	protein_coding
UXS1	protein_coding
UXT	protein_coding
VAC14-AS1	antisense
VAC14	protein_coding
VAMP1	protein_coding
VAMP2	protein_coding
VAMP3	protein_coding
VAMP4	protein_coding
VAMP5	protein_coding
VAMP7	protein_coding
VAMP8	protein_coding
VANGL1	protein_coding
VANGL2	protein_coding
VAPA	protein_coding
VAPB	protein_coding
VARS2	protein_coding
VARSL	protein_coding
VARS	protein_coding
VASH1	protein_coding
VASH2	protein_coding
VASN	protein_coding
VASP	protein_coding
VAT1L	protein_coding
VAT1	protein_coding
Vault	misc_RNA
VAV1	protein_coding
VAV2	protein_coding
VAV3-AS1	antisense
VAV3	protein_coding
VAX1	protein_coding
VAX2	protein_coding
VBP1	protein_coding
VCAM1	protein_coding
VCAN-AS1	antisense
VCAN	protein_coding
VCL	protein_coding
VCPIP1	protein_coding
VCPKMT	protein_coding
VCP	protein_coding
VCX2	protein_coding
VCX3A	protein_coding
VCX3B	protein_coding
VCX	protein_coding
VCY1B	protein_coding
VCY	protein_coding
VDAC1	protein_coding
VDAC2	protein_coding
VDAC3	protein_coding
VDR	protein_coding
VEGFA	protein_coding
VEGFB	protein_coding
VEGFC	protein_coding
VENTXP1	lincRNA
VENTX	protein_coding
VEPH1	protein_coding
VEZF1	protein_coding
VEZT	protein_coding
VGF	protein_coding
VGLL1	protein_coding
VGLL2	protein_coding
VGLL3	protein_coding
VGLL4	protein_coding
VHLL	protein_coding
VHL	protein_coding
VIL1	protein_coding
VILL	protein_coding
VIM-AS1	antisense
VIMP	protein_coding
VIM	protein_coding
VIPAS39	protein_coding
VIP	protein_coding
VIPR1-AS1	antisense
VIPR1	protein_coding
VIPR2	protein_coding
VIT	protein_coding
VKORC1L1	protein_coding
VKORC1	protein_coding
VLDLR	protein_coding
VMA21	protein_coding
VMAC	protein_coding
VMO1	protein_coding
VMP1	protein_coding
VN1R1	protein_coding
VN1R2	protein_coding
VN1R4	protein_coding
VNN1	protein_coding
VNN2	protein_coding
VNN3	protein_coding
VOPP1	protein_coding
VPRBP	protein_coding
VPREB1	protein_coding
VPREB3	protein_coding
VPS11	protein_coding
VPS13A-AS1	antisense
VPS13A	protein_coding
VPS13B	protein_coding
VPS13C	protein_coding
VPS13D	protein_coding
VPS16	protein_coding
VPS18	protein_coding
VPS25	protein_coding
VPS26A	protein_coding
VPS26B	protein_coding
VPS28	protein_coding
VPS29	protein_coding
VPS33A	protein_coding
VPS33B	protein_coding
VPS35	protein_coding
VPS36	protein_coding
VPS37A	protein_coding
VPS37B	protein_coding
VPS37C	protein_coding
VPS37D	protein_coding
VPS39	protein_coding
VPS41	protein_coding
VPS45	protein_coding
VPS4A	protein_coding
VPS4B	protein_coding
VPS51	protein_coding
VPS52	protein_coding
VPS53	protein_coding
VPS54	protein_coding
VPS72	protein_coding
VPS8	protein_coding
VPS9D1-AS1	antisense
VPS9D1	protein_coding
VRK1	protein_coding
VRK2	protein_coding
VRK3	protein_coding
VRTN	protein_coding
VSIG10L	protein_coding
VSIG10	protein_coding
VSIG1	protein_coding
VSIG2	protein_coding
VSIG4	protein_coding
VSIG8	protein_coding
VSNL1	protein_coding
VSTM1	protein_coding
VSTM2A	protein_coding
VSTM2B	protein_coding
VSTM2L	protein_coding
VSTM4	protein_coding
VSTM5	protein_coding
VSX1	protein_coding
VSX2	protein_coding
VTA1	protein_coding
VTCN1	protein_coding
VTI1A	protein_coding
VTI1B	protein_coding
VTN	protein_coding
VTRNA1-1	misc_RNA
VTRNA1-2	misc_RNA
VTRNA1-3	misc_RNA
VTRNA2-1	lincRNA
VTRNA3-1P	misc_RNA
VWA1	protein_coding
VWA2	protein_coding
VWA3A	protein_coding
VWA3B	protein_coding
VWA5A	protein_coding
VWA5B1	protein_coding
VWA5B2	protein_coding
VWA7	protein_coding
VWA8	protein_coding
VWA9	protein_coding
VWC2L-IT1	sense_intronic
VWC2L	protein_coding
VWC2	protein_coding
VWCE	protein_coding
VWDE	protein_coding
VWF	protein_coding
WAC-AS1	antisense
WAC	protein_coding
WAPAL	protein_coding
WARS2-IT1	antisense
WARS2	protein_coding
WARS	protein_coding
WASF1	protein_coding
WASF2	protein_coding
WASF3-AS1	antisense
WASF3	protein_coding
WASH2P	pseudogene
WASH3P	pseudogene
WASH4P	protein_coding
WASH5P	pseudogene
WASH6P	pseudogene
WASIR1	antisense
WASIR2	antisense
WASL	protein_coding
WAS	protein_coding
WBP11P1	pseudogene
WBP11	protein_coding
WBP1L	protein_coding
WBP1	protein_coding
WBP2NL	protein_coding
WBP2	protein_coding
WBP4	protein_coding
WBP5	protein_coding
WBSCR16	protein_coding
WBSCR17	protein_coding
WBSCR22	protein_coding
WBSCR27	protein_coding
WBSCR28	protein_coding
WDFY1	protein_coding
WDFY2	protein_coding
WDFY3-AS1	antisense
WDFY3-AS2	processed_transcript
WDFY3	protein_coding
WDFY4	protein_coding
WDHD1	protein_coding
WDPCP	protein_coding
WDR11-AS1	antisense
WDR11	protein_coding
WDR12	protein_coding
WDR13	protein_coding
WDR16	protein_coding
WDR17	protein_coding
WDR18	protein_coding
WDR19	protein_coding
WDR1	protein_coding
WDR20	protein_coding
WDR24	protein_coding
WDR25	protein_coding
WDR26	protein_coding
WDR27	protein_coding
WDR31	protein_coding
WDR33	protein_coding
WDR34	protein_coding
WDR35	protein_coding
WDR36	protein_coding
WDR37	protein_coding
WDR38	protein_coding
WDR3	protein_coding
WDR41	protein_coding
WDR43	protein_coding
WDR44	protein_coding
WDR45B	protein_coding
WDR45	protein_coding
WDR46	protein_coding
WDR47	protein_coding
WDR48	protein_coding
WDR49	protein_coding
WDR4	protein_coding
WDR52-AS1	antisense
WDR52	protein_coding
WDR53	protein_coding
WDR54	protein_coding
WDR55	protein_coding
WDR59	protein_coding
WDR5B	protein_coding
WDR5	protein_coding
WDR60	protein_coding
WDR61	protein_coding
WDR62	protein_coding
WDR63	protein_coding
WDR64	protein_coding
WDR65	protein_coding
WDR66	protein_coding
WDR6	protein_coding
WDR70	protein_coding
WDR72	protein_coding
WDR73	protein_coding
WDR74	protein_coding
WDR75	protein_coding
WDR76	protein_coding
WDR77	protein_coding
WDR78	protein_coding
WDR7	protein_coding
WDR7-UT1	sense_overlapping
WDR81	protein_coding
WDR82	protein_coding
WDR83OS	protein_coding
WDR83	protein_coding
WDR86-AS1	processed_transcript
WDR86	protein_coding
WDR87	protein_coding
WDR88	protein_coding
WDR89	protein_coding
WDR90	protein_coding
WDR91	protein_coding
WDR92	protein_coding
WDR93	protein_coding
WDR96	protein_coding
WDSUB1	protein_coding
WDTC1	protein_coding
WDYHV1	protein_coding
WEE1	protein_coding
WEE2-AS1	antisense
WEE2	protein_coding
WFDC10A	protein_coding
WFDC10B	protein_coding
WFDC11	protein_coding
WFDC12	protein_coding
WFDC13	protein_coding
WFDC1	protein_coding
WFDC2	protein_coding
WFDC3	protein_coding
WFDC5	protein_coding
WFDC6	protein_coding
WFDC8	protein_coding
WFDC9	protein_coding
WFIKKN1	protein_coding
WFIKKN2	protein_coding
WFS1	protein_coding
WHAMMP2	pseudogene
WHAMMP3	pseudogene
WHAMM	protein_coding
WHSC1L1	protein_coding
WHSC1	protein_coding
WI2-1959D15.1	lincRNA
WI2-2373I1.2	lincRNA
WI2-3308P17.2	protein_coding
WI2-80269A6.1	lincRNA
WI2-81516E3.1	lincRNA
WI2-85898F10.1	lincRNA
WI2-87327B8.1	lincRNA
WI2-89031B12.1	sense_overlapping
WI2-925H4.1	antisense
WIBG	protein_coding
WIF1	protein_coding
WIPF1	protein_coding
WIPF2	protein_coding
WIPF3	protein_coding
WIPI1	protein_coding
WIPI2	protein_coding
