gene	value
VPS54	8.11222222222222
REG3G	0
ASXL2	5.89111111111111
ETAA1	6.575
SNRPG	332.525555555556
ABHD1	0.633333333333333
MEIS1	5.47111111111111
TRIM43	0.0166666666666667
CIAO1	75.8333333333333
ZNF514	9.02222222222222
SNRNP200	155.804444444444
MRPS5	51.4844444444444
ANKRD53	0.0844444444444444
TPRKB	42.9277777777778
NAT8	0.0266666666666667
EXOC6B	6.92555555555556
SFXN5	23.2011111111111
TEX261	43.65
DQX1	1.48222222222222
DUSP11	23.5622222222222
ST6GAL2	0
NPHP1	2.17888888888889
MALL	14.7683333333333
THNSL2	10.9722222222222
RALB	42.7977777777778
C1QL2	0.000833333333333333
TMEM177	8.15222222222222
NT5DC4	0.0555555555555556
RABL2A	17.9155555555556
SLC20A1	61.47
FBLN7	0.305555555555556
ZC3H8	16.9911111111111
LIPT1	5.41333333333333
CNGA3	0.0166666666666667
FAHD2B	3.90666666666667
LYG1	0.868888888888889
AFF3	0.59
UBXN4	70.2722222222222
NXPH2	0.109166666666667
SPOPL	13.9322222222222
THSD7B	0.0377777777777778
GPR17	0.00333333333333333
POLR2D	19.1411111111111
AMMECR1L	11.1488888888889
GALNT13	0.302222222222222
PKP4	50.38
SCN1A	0.00333333333333333
SLC4A10	1.16666666666667
SCRN3	10.4355555555556
KIAA1715	9.21666666666667
ZNF385B	0.236666666666667
TMEFF2	0.00555555555555556
CDCA7	14.9577777777778
DLX1	4.20111111111111
UBR3	11.9188888888889
PHOSPHO2	3.32222222222222
GULP1	9.94
FAM171B	2.48
HSPD1	325.032222222222
CCDC150	12.0488888888889
METTL21A	17.0233333333333
UNC80	0.00444444444444444
PTH2R	0.00555555555555556
CPO	0.00916666666666667
NBEAL1	5.26777777777778
KANSL1L	4.18777777777778
SPAG16	0.9
ABCA12	3.84888888888889
SUMF1	16.3455555555556
NYAP2	0.04
RHBDD1	7.31222222222222
ACKR3	146.333333333333
TRPM8	0.101111111111111
HES6	22.5522222222222
ESPNL	0.00555555555555556
ANKMY1	13.1955555555556
COPS7B	36.1955555555556
DIS3L2	9.03555555555556
CPNE9	0.05
FANCD2	32.7611111111111
TAMM41	19.5055555555556
VGLL4	30.1444444444444
RAB5A	35.3833333333333
FAM134A	55.1122222222222
CTDSP1	54.3088888888889
RQCD1	38.5222222222222
MARCH4	0.18
STK11IP	33.0166666666667
GMPPA	49.5066666666667
GRIP2	0.0111111111111111
EAF1	14.2155555555556
CNTN4	0.0133333333333333
DYNC1LI1	21.2522222222222
RBMS3	0.524444444444444
GADL1	0.00111111111111111
OSBPL10	12.7955555555556
POMGNT2	6.7775
ACKR2	0.956666666666667
FAM198A	0.247777777777778
CSRNP1	10.7366666666667
SLC25A38	26.8777777777778
ITGA9	0.02
SLC22A14	0.0544444444444444
GOLGA4	20.63
CTDSPL	10.2488888888889
STAC	1.39888888888889
IQSEC1	9.08333333333333
CAND2	0.0333333333333333
RPL32	2120.21777777778
PTPRG	4.99333333333333
IL17RD	0.806666666666667
SHQ1	9.33111111111111
SLC25A26	13.3777777777778
UBA3	35.7888888888889
ARL6IP5	35.2991666666667
TMF1	9.10333333333333
LRIG1	9.3
LRTM1	0
RP11-977G19.10	11.2566666666667
LIMD1	6.41333333333333
ZNF660	0.00111111111111111
NFKBIZ	38.4877777777778
COL8A1	1.72777777777778
NXPE3	6.18666666666667
GPR128	0.0233333333333333
MYH15	0.158888888888889
PHLDB2	4.93111111111111
ABHD10	11.8355555555556
TAGLN3	1.36
PLA1A	0.0144444444444444
RABL3	8.34777777777778
ADPRH	0.524444444444444
IGSF11	0.163333333333333
ATG3	44.3022222222222
NR1I2	0.0677777777777778
BOC	1.92777777777778
SRPRB	32.6711111111111
TMEM108	0.00888888888888889
AGTR1	0.293333333333333
MED12L	3.27222222222222
EIF2A	83.2488888888889
ALDH1L1	0.133333333333333
OSBPL11	5.395
TRPC1	5.46888888888889
NCEH1	4.77888888888889
SPATA16	0
FAM86B2	0.476666666666667
LPP	5.98333333333333
TMEM44	17.1055555555556
RUBCN	11.8311111111111
AMT	9.67111111111111
TCTA	14.795
NICN1	9.71
UCN2	1.3275
VPRBP	8.72555555555556
MANF	55.0788888888889
AC062028.1	0.302222222222222
CCDC39	0.0144444444444444
STXBP5L	0.00444444444444444
EAF2	2.45555555555556
ILDR1	2.69777777777778
TM4SF19	0.381111111111111
MUC4	0.01
SLIT2	1.71111111111111
EIF2B5	66.3266666666667
AHSG	0.403333333333333
ECE2	12.9255555555556
VWA5B2	0.405555555555556
DGKQ	9.99
FIP1L1	27.5377777777778
SLC26A1	1.09888888888889
LYAR	14.9677777777778
CENPC	7.76888888888889
EPHA5	0.00111111111111111
CORIN	0.0377777777777778
ATP10D	2.52555555555556
OCIAD2	75.2622222222222
SLC10A4	0.164166666666667
SLC10A6	0.0516666666666667
SCD5	7.19666666666667
PLAC8	1.83555555555556
ENOPH1	23.9477777777778
CABS1	0
GC	0
TRMT10A	5.91888888888889
KLHL8	4.17222222222222
SNCA	5.18
PYURF	33.0916666666667
TBCK	11.0777777777778
CAMK2D	3.84666666666667
CISD2	19.2188888888889
DDIT4L	0.07
ANK2	0.123333333333333
TIFA	5.36583333333333
SPATA5	1.29416666666667
FABP2	0
CCNA2	25.2977777777778
METTL14	9.69666666666667
USP53	7.89333333333333
SETD7	13.5033333333333
NAF1	7.83888888888889
MARCH1	0.415555555555556
SFRP2	0.00333333333333333
RPS3A	1661.70555555556
RNF175	0.113333333333333
PDGFC	1.53444444444444
CBR4	4.87666666666667
GLRA3	2.93555555555556
CYP4V2	1.79
ROPN1L	0.4
NDUFS6	66.8477777777778
MARCH6	139.962222222222
NKD2	5.49333333333333
CDH18	2.27777777777778
ADAMTS16	0.00777777777777778
SRD5A1	13.6111111111111
MYO10	4.09888888888889
FAM105A	2.23
RPL37	1852.23111111111
SKP2	10.4088888888889
OSMR	8.65777777777778
UGT3A1	0
PLK2	200.974444444444
FAM159B	0
GZMA	0.0025
PIK3R1	17.4233333333333
HAPLN1	0.178888888888889
LHFPL2	5.92888888888889
SSBP2	15.8233333333333
BHMT	0
ANKRD31	0.134444444444444
IQGAP2	0.102222222222222
CRHBP	0.00555555555555556
RASA1	19.53
LIX1	0.00111111111111111
GIN1	4.90555555555556
PPIP5K2	20.6233333333333
PAM	27.9477777777778
BDP1	11.2611111111111
GTF2H2	18.3966666666667
SLC30A5	30.7344444444444
BTF3	489.861111111111
FBXL17	4.50666666666667
SPATA9	1.86
TSLP	0.0466666666666667
TNFAIP8	5.39416666666667
FEM1C	3.53111111111111
COMMD10	21.3366666666667
ATG12	44.1422222222222
MEGF10	0.0377777777777778
ADAMTS19	30.2744444444444
YIPF5	19.0755555555556
ARHGAP26	6.19555555555556
CXCL14	2.5
LECT2	0
SLC25A48	0.147777777777778
DDX46	41.6144444444444
IL9	0
TIMD4	0.00111111111111111
RNF145	13.9
C1QTNF2	0.0583333333333333
GABRA6	0.00111111111111111
GABRB2	0.00222222222222222
FBXO38	11.9822222222222
SPINK7	0.0711111111111111
PCYOX1L	14.04
GLRA1	0.00111111111111111
TNIP1	27.7388888888889
G3BP1	34.3933333333333
ZNF300	0.89
N4BP3	18.485
NHP2	293.776666666667
RMND5B	117.842222222222
BOD1	101.874444444444
CPLX2	0.0333333333333333
TENM2	1.80111111111111
KCNMB1	0.00666666666666667
FAM50B	4.98416666666667
MYLK4	0.207777777777778
C6ORF50	0
FAM217A	0.00111111111111111
TBC1D7	30.7488888888889
FARS2	8.32888888888889
GFOD1	2.00555555555556
CDKAL1	4.23888888888889
PSD2	0.271666666666667
LRRTM2	0.104166666666667
ZMAT2	73.0677777777778
GFRA3	0.485555555555556
KLHL3	0.278888888888889
DCDC2	5.76
SLC17A4	0
HIST1H2BA	0
KAAG1	0.0366666666666667
TRIM7	6.24111111111111
TRIM41	35.0577777777778
HIGD2A	134.409166666667
FAM193B	71.9566666666667
PLA2G7	0.427777777777778
TNFRSF21	16.48
RNF44	32.1033333333333
MUT	8.05166666666667
RASGEF1C	0.18
DOK3	6.31777777777778
ABT1	11.3
PPP1R18	16.7088888888889
DAAM2	0.0444444444444444
PRIM2	10.2977777777778
MLIP	0.0111111111111111
HMGCLL1	3.15444444444444
LGSN	0.0111111111111111
FGD2	0.0844444444444444
SCUBE3	0.264444444444444
ANO7	1.97555555555556
CRIP3	0.0377777777777778
TTBK1	0.114444444444444
TCTE1	0.0311111111111111
RPL7L1	38.9611111111111
NFKBIE	4.24222222222222
CYP39A1	0.0555555555555556
TPBG	110.036666666667
IRAK1BP1	0.656666666666667
PHIP	8.8825
PRSS35	0.0444444444444444
MMS22L	11.4677777777778
FAXC	3.66
GABRR1	0.00333333333333333
PNRC1	11.795
PM20D2	4.52416666666667
RARS2	18.9044444444444
SCML4	0.00111111111111111
TBC1D32	2.92777777777778
CLVS2	0.00333333333333333
GPR6	0.0111111111111111
RNF217	2.14222222222222
RSPO3	0
ARHGAP18	3.06666666666667
TAAR2	0
TAAR6	0.00166666666666667
TAAR8	0
ABRACL	57.6283333333333
TAAR1	0
SLC18B1	1.39111111111111
MTFR2	13.9333333333333
SLC2A12	0.721666666666667
SHPRH	4.54666666666667
AIG1	22.53
DYNLT1	115.148888888889
TIAM2	3.55333333333333
TMEM181	9.51833333333333
PNLDC1	0.0288888888888889
WTAP	19.1611111111111
ZMYM4	10.7488888888889
VIP	0.01
C6orf211	81.9711111111111
SLC22A3	0.0466666666666667
LINC01558	0.212222222222222
VWDE	0.708888888888889
GNA12	22.2422222222222
C7orf50	78.3711111111111
SDK1	4.14222222222222
CCZ1B	95.9944444444444
C7orf26	18.96
RBAK	8.99444444444444
CREB5	0.635555555555556
FERD3L	0
EGFR	12.7533333333333
LINC00525	0.0833333333333333
CDCA5	39.2688888888889
IGFBP3	8.30333333333333
PURB	5.86888888888889
IGFBP1	0.02
SSC4D	0.5525
MDH2	107.785555555556
POMZP3	2.21777777777778
GBAS	20.1822222222222
CCT6A	140.45
PSPH	11.8488888888889
TRIM50	0.0333333333333333
ZNF92	3.36777777777778
ATXN7L1	5.17666666666667
TMEM168	14.9111111111111
ASB15	0.00222222222222222
C7orf43	24.6966666666667
SLC12A9	40.0944444444444
GIGYF1	23.0983333333333
TRIM4	14.0444444444444
MEPCE	32.04
ZAN	0.00111111111111111
TMEM209	12.5711111111111
AGBL3	0.916666666666667
STRA8	0
ZC3HAV1L	2.04416666666667
TMEM140	0.203333333333333
TLK2	74.6244444444444
EPHA1	10.6566666666667
NOM1	13.8944444444444
CNPY1	0.0233333333333333
NCAPG2	54.4455555555556
ASB10	0
NLGN4X	0.0133333333333333
SHROOM2	3.38444444444444
RAB19	0.954444444444444
LUC7L2	48.5444444444444
DENND2A	0.0488888888888889
TMEM27	0.5675
SH3KBP1	7.55333333333333
TMEM47	0.98
LANCL3	0.136666666666667
SYTL5	30.0777777777778
CASK	19.0733333333333
KDM6A	14.4733333333333
SPIN2A	0.69
MSN	29.6133333333333
AKAP4	0
CCNB3	0.388888888888889
HDAC8	10.0355555555556
SLC16A2	7.86666666666667
CXorf36	0
ZNF157	0.0591666666666667
ZNF182	2.58555555555556
CHST7	0.915833333333333
KRBOX4	9.81222222222222
NDUFB11	61.0183333333333
ZNF41	4.89
RAB41	0
ZMYM3	12.3722222222222
TAF1	22.3533333333333
GPR174	0
NONO	186.241111111111
CCDC120	10.0266666666667
LPAR4	0.01
EBP	136.496666666667
AWAT2	0.00888888888888889
OGT	137.455555555556
SNX12	26.1577777777778
ITGB1BP2	3.13
IL2RG	0.0644444444444444
ACRC	1.87777777777778
ZNF711	1.66111111111111
CPXCR1	0.00555555555555556
DIAPH2	2.34111111111111
NXF3	0.0411111111111111
RIPPLY1	0.005
PRPS1	17.3855555555556
CXorf57	0.285555555555556
FRMPD3	0.0844444444444444
HTR2C	0.283333333333333
DOCK11	0.783333333333333
IGSF1	12.4133333333333
ARHGAP36	2.55777777777778
GPC3	0.891111111111111
GPR119	0
RBMX	218.577777777778
MCPH1	5.16777777777778
MFHAS1	2.99
FBXO25	6.05777777777778
FATE1	0.01
MAGEA4	0
NSDHL	35.1544444444444
ZNF185	29.8644444444444
CETN2	43.5841666666667
RPL10	3373.75666666667
CSGALNACT1	1.14555555555556
ATP6V1B2	23.4588888888889
CCDC25	19.6366666666667
HMBOX1	9.53333333333333
CHRNB3	0
CHRNA6	0.00111111111111111
GNRH1	1.79555555555556
BIN3	14.8044444444444
DOK2	0.0177777777777778
SLC25A37	16.13
CHMP7	16.1522222222222
DOCK5	7.28666666666667
STAR	0.263333333333333
PROSC	16.9877777777778
ERLIN2	15.2388888888889
SNTG1	0.00444444444444444
PXDNL	0.00777777777777778
ST18	0.0255555555555556
RGS20	1.94111111111111
TACC1	8.34777777777778
GOLGA7	20.6644444444444
PLPP5	23.9988888888889
GINS4	11.2333333333333
WHSC1L1	12.6077777777778
DNAJC5B	0.00777777777777778
CRH	0.0544444444444444
TRIM55	0.173333333333333
ADHFE1	8.62333333333333
MRPS28	65.4266666666667
PMP2	0
LACTB2	24.4511111111111
PRDM14	0.00333333333333333
TERF1	14.5133333333333
RPL7	1618.85888888889
SLC26A7	0.134444444444444
PSKH2	0.00111111111111111
ATP6V0D2	0.2025
SYBU	6.92333333333333
DPYS	0.00666666666666667
MTDH	56.3855555555556
LRP12	3.20444444444444
EBAG9	26.1966666666667
RSPO2	0.0111111111111111
POLR2K	105.447777777778
MAL2	122.75
EIF3H	262.108888888889
UTP23	19.4655555555556
NDUFB9	356.352222222222
TATDN1	95.9988888888889
FAM83A	7.21777777777778
GSDMC	0.576666666666667
FAM135B	0.00111111111111111
TTTY7	0
TTTY7B	0
ZNF7	25.2422222222222
ARHGAP39	11.2844444444444
SLC39A4	32.7922222222222
NAPRT	98.3666666666667
VLDLR	8.83777777777778
AK3	26.8111111111111
UHRF2	32.1133333333333
NFIB	11.6133333333333
CER1	0
PLIN2	5.70333333333333
IFNA5	0.00666666666666667
HAUS6	7.15555555555556
CDKN2B	12.1966666666667
IFNA16	0
CDKN2A	4.50333333333333
C9orf72	2.13333333333333
IFNK	0.00166666666666667
ZCCHC7	6.33111111111111
FBXO10	4.11888888888889
SPATA31A3	0
SIGMAR1	24.8155555555556
CBWD5	71.7066666666667
CEP78	17.9711111111111
NTRK2	1.21222222222222
IDNK	6.68777777777778
SHC3	0.112222222222222
AUH	6.44888888888889
HIATL1	19.0722222222222
C9orf3	24.3155555555556
PLPPR1	0.03
OR13C4	0
ZNF462	3.17444444444444
INIP	24.1211111111111
UGCG	31.5755555555556
ACTL7B	0.04
SNX30	6.21555555555556
STOM	43.2333333333333
GSN	86.6611111111111
MRRF	52.0444444444444
NR6A1	2.27444444444444
CRB2	0.0166666666666667
OR5C1	0
ALAD	18.88
ASTN2	3.17444444444444
WDR31	0.887777777777778
POLE3	107.511111111111
SURF4	99.5233333333333
GBGT1	0.0566666666666667
SURF1	48.3155555555556
SURF2	38.01
SURF6	17.0122222222222
MED22	24.0388888888889
REXO4	20.8388888888889
RPL7A	2697.81888888889
GTF3C5	105.643333333333
ASB6	19.0666666666667
PTGES2	94.9044444444444
NTMT1	50.0722222222222
CIZ1	62.7811111111111
SLC25A25	29.6955555555556
SH3GLB2	424.304444444444
FAM73B	38.8133333333333
PTGES	12.0416666666667
LCN2	0.764444444444444
LRSAM1	19.0666666666667
HMCN2	0.00333333333333333
GPR107	22.9055555555556
C9orf142	159.583333333333
IDI2	0.0258333333333333
INPP5E	10.9266666666667
LCN9	0.00222222222222222
SEC16A	54.8266666666667
DPH7	70.6744444444444
NOTCH1	5.72333333333333
CACNA1B	0.0688888888888889
NACC2	6.46666666666667
PROSER2	6.76666666666667
USP6NL	9.43666666666667
COMMD3	49.0244444444444
MSRB2	27.7988888888889
PDSS1	18.0722222222222
FAM171A1	1.50888888888889
FAM188A	12.1622222222222
SLC39A12	0
TMEM236	0.0266666666666667
RSU1	46.4755555555556
ST8SIA6	1.92111111111111
PARD3	20.5677777777778
ANKRD30A	0.00111111111111111
ZEB1	0.246666666666667
FAM13C	0.267777777777778
NRBF2	8.80888888888889
A1CF	0.0266666666666667
CDHR1	0.701111111111111
LRIT1	0.000833333333333333
RGR	0
POLR3A	6.98555555555556
HERC4	16.9377777777778
C10orf11	1.07
CAMK2G	24.2733333333333
ADIRF	51.4044444444444
GLUD1	39.7255555555556
ANKRD1	2.35666666666667
HTR7	1.64
RPP30	29.7488888888889
FRA10AC1	7.86555555555556
ADD3	12.3988888888889
HABP2	0.0688888888888889
VAX1	0.00555555555555556
DNAJB12	20.0488888888889
EIF4EBP2	18.4158333333333
NPFFR1	0.00333333333333333
PLEKHS1	5.86111111111111
TCF7L2	4.59111111111111
MKI67	29.3311111111111
CYP17A1	0.00583333333333333
INA	0.295555555555556
FUOM	5.12
LRRC27	7.35333333333333
MTG1	71.6366666666667
NKX6-2	0
PAOX	2.49777777777778
GSTO1	62.9733333333333
TAF5	3.70444444444444
PPRC1	26.6811111111111
ITPRIP	2.64444444444444
CNNM2	2.97666666666667
PDCD11	15.5566666666667
ADAM12	0.0988888888888889
RGS10	29.0522222222222
BTBD10	18.6655555555556
ADM	6.47555555555556
GAS2	0.0388888888888889
SLC5A12	0.0955555555555556
LIN7C	7.72777777777778
LRRC4C	0.0277777777777778
IMMP1L	44.1111111111111
SAA4	0
PGAP2	22.9866666666667
TUT1	17.3655555555556
SCGB1A1	1.93888888888889
SYT8	14.2411111111111
ZNF214	0.123333333333333
ZNF215	0.238888888888889
HSD17B12	11.6477777777778
APIP	13.68
PAMR1	0.366666666666667
DGKZ	64.26
EIF3M	246.186666666667
TNKS1BP1	26.0677777777778
GLYAT	0
SERPING1	1.25222222222222
OR5F1	0
SSRP1	73.0077777777778
SLC43A1	0.893333333333333
PTPRJ	4.10333333333333
C11orf49	23.3188888888889
ARFGAP2	89.61
CELF1	73.4777777777778
C11orf73	41.4033333333333
CCDC81	0.992222222222222
SESN3	2.23111111111111
ENDOD1	9.20666666666667
CCDC82	3.8
KLHL35	6.21111111111111
TENM4	1.30444444444444
SERPINH1	71.0644444444444
CAPN5	4.39333333333333
INTS4	27.2777777777778
PAK1	17.8244444444444
RPS3	3401.05444444444
ZC3H12C	1.79666666666667
TTC12	6.70888888888889
NCAM1	0.0377777777777778
DRD2	2.35444444444444
C11orf52	9.04
HTR3B	0.00333333333333333
NPAT	3.48222222222222
ATM	10.7855555555556
AASDHPPT	10.6588888888889
GLB1L2	6.37666666666667
SLX4IP	3.93333333333333
LAMTOR1	91.0822222222222
P4HA3	0.261111111111111
GRIK4	0.0244444444444444
ST14	28.13
HYOU1	77.9155555555556
GGTLC1	0.0155555555555556
C20orf78	0
ADAM33	0.0155555555555556
SLC22A8	0
CSRP2BP	8.86333333333333
TKFC	79.3244444444444
MTA2	45.2022222222222
TMEM138	61.4333333333333
FADS1	32.9711111111111
TMC2	0.00555555555555556
ROM1	1.77
EML3	35.3566666666667
INCENP	20.1988888888889
ZP1	0.0355555555555556
OOSP2	0
MS4A3	0
PLCH2	5.11111111111111
CPSF7	74.4655555555556
MS4A2	0
B3GAT3	39.6366666666667
EI24	54.9988888888889
CCDC15	1.30444444444444
CHEK1	16.8277777777778
FEZ1	16.5711111111111
ESAM	1.22777777777778
KIRREL3	0.0255555555555556
MPZL2	40.9411111111111
SCN2B	0.0508333333333333
SIDT2	11.05
TMEM25	8.78777777777778
TAGLN	8.64111111111111
JPH2	0.943333333333333
DUSP15	0.591111111111111
COMMD7	24.6188888888889
C20orf144	0.106666666666667
KIAA1755	0.04
SPATA25	0.72
OCSTAMP	0
DSN1	19.2833333333333
SOGA1	5.94555555555556
CNBD2	4.11777777777778
SPINT4	0
CDH22	0.00444444444444444
LINC00266-1	0.326666666666667
LSM14B	59.2422222222222
YTHDF1	52.4544444444444
CABLES2	17.5266666666667
ORAOV1	30.5922222222222
GPHA2	0.215555555555556
SLC22A9	0.00111111111111111
TRPT1	56.1244444444444
NUDT22	41.0255555555556
FERMT3	3
PLCB3	19.6977777777778
MRPL49	51.6755555555556
CDC42EP2	4.64111111111111
FAU	543.147777777778
TM7SF2	115.078888888889
VPS51	52.0911111111111
TBX6	1.23
PPP4C	179.266666666667
ALDOA	1469.50333333333
FAM57B	2.51777777777778
DOC2A	28.2
HIRIP3	16.9933333333333
TAOK2	30.0522222222222
TMEM219	57.3066666666667
HMGA2	3.33
MMP3	0.0422222222222222
CNKSR2	0.0533333333333333
CNTN5	0.00333333333333333
KLRF1	0
CLEC1A	0.00777777777777778
MKX	0.321111111111111
MPP7	6.65444444444444
CCDC7	0.541111111111111
ITGB1	144.566666666667
ANXA8L1	19.85
FXYD4	0.662222222222222
TRIM48	0.00444444444444444
OR8K1	0
OR5M9	0
PCDH15	0.0155555555555556
CTF1	0.963333333333333
CWC15	23.35
FCGR1A	0.0411111111111111
ARID5B	4.89444444444444
KLHL1	0.00111111111111111
CDH8	0.0644444444444444
DCUN1D2	11.7944444444444
TMCO3	20.3844444444444
TMEM218	12.5455555555556
TIRAP	3.58666666666667
N6AMT2	9.77222222222222
LATS2	5.43111111111111
SAP18	71.8222222222222
ADGRL3	0.0344444444444444
KIAA1328	2.01
FAM124A	0.164444444444444
MIA2	0.0122222222222222
CTAGE5	13.8377777777778
HNMT	8.83555555555555
LYPD1	9.53416666666667
LYPD6B	32.7555555555556
PDCD4	65.2255555555556
ADRA2A	0.774444444444444
GPM6A	0.113333333333333
WDR17	1.70888888888889
SPATA4	0.02
VEGFC	3.15777777777778
CCDC102B	0.123333333333333
CD226	0.0933333333333333
CNDP1	0.0411111111111111
FSIP1	0.321666666666667
DLG2	1.28444444444444
CCDC83	5.06444444444444
RGS18	0.0155555555555556
PRSS23	120.358888888889
MTMR12	10.1933333333333
PPP1R1C	2.14444444444444
C11orf53	0
CCT5	494.047777777778
FAM173B	26.7011111111111
DOCK1	11.4111111111111
DIXDC1	1.44888888888889
DLAT	14.6255555555556
PIH1D2	0.558888888888889
C11orf57	7.17777777777778
TIMM8B	50.7911111111111
IL18	1.37444444444444
TEX12	0.0511111111111111
PTS	23.0877777777778
PIP4K2A	24.6366666666667
C2orf50	0.152222222222222
FREM2	5.96333333333333
FOXO1	2.10583333333333
CRIM1	13.6211111111111
SEC24D	16.2022222222222
ABCB9	9.62222222222222
RILPL2	1.09333333333333
DHX37	12.8833333333333
UBC	955.21
ITPR1	2.45444444444444
TKTL2	0.0444444444444444
PRSS53	5.25583333333333
SLC7A11	2.31444444444444
NOCT	4.06111111111111
ENKUR	0.0422222222222222
GPR158	1.015
LYZL2	0.672222222222222
CACNA2D4	0.255555555555556
DCP1B	6.73222222222222
CACNA1C	0.375555555555556
KCNA6	0.00111111111111111
THRB	3.46888888888889
NGLY1	12.4488888888889
OXSM	13.1177777777778
UEVLD	9.64888888888889
TMEM86A	0.451111111111111
C12orf45	22.1644444444444
TMEM263	10.0722222222222
BTBD11	1.57333333333333
UBE3B	22.2033333333333
ANK3	22.3288888888889
IPMK	1.78666666666667
RAD9B	0.326666666666667
PLBD2	11.7555555555556
DLG5	71.5166666666667
MAT1A	0.175555555555556
SLC2A13	2.02888888888889
GXYLT1	6.56333333333333
TWF1	47.2688888888889
DIP2C	6.01444444444444
EIF4E	65.9855555555555
MAGI1	9.35444444444444
TEX30	13.3533333333333
CSNK1G3	14.1588888888889
RP11-96C23.13	0.0591666666666667
SRFBP1	4.13333333333333
AKAP6	0.167777777777778
NPAS3	0.623333333333333
FAM177A1	40.6388888888889
MBIP	18.4455555555556
MIPOL1	4.60111111111111
EXT2	18.7922222222222
TMEM18	60.1811111111111
ALLC	0.01
KCTD14	1.99444444444444
THRSP	0.140833333333333
NDUFC2	159.512222222222
ME3	0.925555555555556
MSGN1	0
ADAMTS12	0.662222222222222
NUBPL	3.91111111111111
NEK7	21.6833333333333
ATP6V1G3	0.00333333333333333
FER	2.01333333333333
VIPAS39	21.4422222222222
ANKRD50	14.4044444444444
UPF2	11.4366666666667
CDC123	69
SCLT1	5.00888888888889
CCDC3	0.0611111111111111
C4orf33	3.82777777777778
FRMD4A	14.2666666666667
SLC25A31	0.00444444444444444
PTPRO	0.04
EPS8	18.8522222222222
ACAD8	19.9711111111111
THYN1	19.6977777777778
VPS26B	20.7744444444444
NCAPD3	21.8177777777778
VTI1A	13.2611111111111
QDPR	9.10111111111111
FAM160B1	9.09666666666667
ANO4	0.334444444444444
TEX9	2.70111111111111
QTRTD1	13.8988888888889
DRD3	0.00111111111111111
MMAA	1.76555555555556
ZNF827	1.82333333333333
POU4F2	0
EDNRA	1.58444444444444
NR3C2	0.122222222222222
AKR1C2	42.2066666666667
DPYSL4	4.04666666666667
VENTX	0.00416666666666667
ADAM8	9.11222222222222
ITIH2	0.425555555555556
KIN	10.3144444444444
PIGF	21.52
ANKAR	1.38555555555556
INPP1	2.36888888888889
MFSD6	6.18444444444444
RNF144A	0.612222222222222
ASAP2	22.6755555555556
ADAM17	6.78
FLI1	0.563333333333333
KCNJ1	0.0133333333333333
TMEM45B	2.52555555555556
WWC2	4.57888888888889
CENPU	25.7822222222222
ACSL1	8.29555555555556
SLC25A4	10.4866666666667
AMN1	5.51222222222222
BICD1	6.61444444444444
SAV1	9.83555555555555
CCDC122	4.13111111111111
SERP2	0.0688888888888889
NBAS	8.52555555555556
ZNF385D	0.565555555555556
TDO2	0.02
GUF1	8.47111111111111
SLC35F4	0.00111111111111111
GABRA2	0.00333333333333333
SACS	2.61555555555556
CCDC175	0.00333333333333333
PABPC3	0.321111111111111
CENPJ	10.3855555555556
FBXO4	8.20777777777778
C5orf28	8.40444444444444
CCL28	4.24222222222222
PARP8	4.78
GFRA1	111.396666666667
CACUL1	6.6
DST	32.8133333333333
BEND6	0.801111111111111
TIAL1	126.674444444444
BAG3	31.7688888888889
GLT1D1	0.00444444444444444
TMEM132D	0
RBM46	0.00444444444444444
SCHIP1	0.577777777777778
MCHR2	0.0255555555555556
NBPF11	24.2366666666667
KCNE4	7.52777777777778
AP1S3	10.1011111111111
RABGAP1L	6.93111111111111
CCDC74B	9.85444444444444
TMEM56	0.527777777777778
MZT2B	111.525555555556
TUBA3E	0.35
ASTN1	0.0155555555555556
CFC1B	0
FAM168B	44.99
PTPN14	5.31555555555556
MGAT5	10.5477777777778
TMEM163	0.4675
GPATCH11	3.20222222222222
HSPB8	59.6155555555556
GEMIN6	10.4088888888889
TMEM178A	0.867777777777778
POU4F1	0.00111111111111111
RNF219	3.76166666666667
CYSLTR2	0
GRID2	0.00222222222222222
ARL11	0.269166666666667
RIT2	0
SETBP1	1.67666666666667
ARL14EP	8.84916666666667
EPG5	4.39333333333333
PSTPIP2	4.66
ATP5A1	253.942222222222
HAUS1	30.6377777777778
C18orf25	8.76111111111111
SPC25	15.79
G6PC2	0
PDK1	6.75222222222222
PTH	0
PDE3B	2.45444444444444
TCF7L1	1.6425
TGOLN2	49.2044444444444
SH2D6	0.358888888888889
KCNK13	0.103333333333333
UHMK1	11.1766666666667
ATG10	2.98666666666667
POC5	17.17
SPOCK1	4.04777777777778
FAM151B	1.15666666666667
TADA1	15.6925
GUCY1A2	0.0611111111111111
CWF19L2	1.72333333333333
JMY	3.275
HOMER1	3.76444444444444
XRCC4	6.10444444444444
BOLL	0.0944444444444444
ZNF547	0.916666666666667
ZNF773	2.41444444444444
ZNF776	4.49222222222222
ZNF256	2.73666666666667
SUV39H2	13.0422222222222
DCLRE1C	9.10666666666667
OLAH	0.0466666666666667
RPP38	22.4911111111111
NMT2	6.66666666666667
ZSCAN1	0.12
ZNF837	1.62666666666667
USP12	8.20444444444444
CCDC50	18.68
CAMK4	0.287777777777778
TRIM36	2.38111111111111
ZFP36L2	34.7677777777778
PAN3	15.0133333333333
PLEKHH2	3.28
PFKM	27.4333333333333
TMEM123	39.5688888888889
